fname,id,context,question,answer
Others data - Sheet1.docx,328,পাইলস  এর  ব্যথানাশক ঔষধ,পাইলস যেসব ব্যথানাশক ঔষধ ব্যবহার করা যাবে না?,"{'fname': 'Others data - Sheet1.docx', 'id': 328, 'context': 'পাইলস  এর  ব্যথানাশক ঔষধ', 'question': 'পাইলস যেসব ব্যথানাশক ঔষধ ব্যবহার করা যাবে না?'}"
Others data - Sheet1.docx,329,পাইলস এর ঘরোয়া চিকিৎসা,পাইলস এর ঘরোয়া চিকিৎসা কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 329, 'context': 'পাইলস এর ঘরোয়া চিকিৎসা', 'question': 'পাইলস এর ঘরোয়া চিকিৎসা কি?'}"
Others data - Sheet1.docx,330,পাইলস এর অপারেশন,পাইলস এর অপারেশন কখন  প্রয়োজন হতে পারে ?,"{'fname': 'Others data - Sheet1.docx', 'id': 330, 'context': 'পাইলস এর অপারেশন', 'question': 'পাইলস এর অপারেশন কখন  প্রয়োজন হতে পারে ?'}"
Others data - Sheet1.docx,335,পাতলা পায়খানা ও বমি কারন,পাতলা পায়খানা ও বমি কারন কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 335, 'context': 'পাতলা পায়খানা ও বমি কারন', 'question': 'পাতলা পায়খানা ও বমি কারন কি?'}"
Others data - Sheet1.docx,336,ডায়রিয়ার লক্ষণ,ডায়রিয়ার লক্ষণ: ডায়রিয়া হয়েছে কীভাবে বুঝবেন?,"{'fname': 'Others data - Sheet1.docx', 'id': 336, 'context': 'ডায়রিয়ার লক্ষণ', 'question': 'ডায়রিয়ার লক্ষণ: ডায়রিয়া হয়েছে কীভাবে বুঝবেন?'}"
Others data - Sheet1.docx,337,ডায়রিয়া ও বমির ঘরোয়া চিকিৎসা,ডায়রিয়া ও বমির ঘরোয়া চিকিৎসা কী ?,"{'fname': 'Others data - Sheet1.docx', 'id': 337, 'context': 'ডায়রিয়া ও বমির ঘরোয়া চিকিৎসা', 'question': 'ডায়রিয়া ও বমির ঘরোয়া চিকিৎসা কী ?'}"
Others data - Sheet1.docx,338,ডায়রিয়া ও বমির সময়,ডায়রিয়া ও বমি কতদিন থাকতে পারে?,"{'fname': 'Others data - Sheet1.docx', 'id': 338, 'context': 'ডায়রিয়া ও বমির সময়', 'question': 'ডায়রিয়া ও বমি কতদিন থাকতে পারে?'}"
Others data - Sheet1.docx,339,ডায়রিয়া ও বমি ছড়িয়ে পড়া ঠেকাতে করনীয়,অন্যদের মাঝে ডায়রিয়া ও বমি ছড়িয়ে পড়া ঠেকাতে আপনি কী করবেন?,"{'fname': 'Others data - Sheet1.docx', 'id': 339, 'context': 'ডায়রিয়া ও বমি ছড়িয়ে পড়া ঠেকাতে করনীয়', 'question': 'অন্যদের মাঝে ডায়রিয়া ও বমি ছড়িয়ে পড়া ঠেকাতে আপনি কী করবেন?'}"
Others data - Sheet1.docx,340,ডায়রিয়া হলে   ডাক্তারের পরামর্শ,ডায়রিয়া হলে কখন ডাক্তারের পরামর্শ নিবেন?,"{'fname': 'Others data - Sheet1.docx', 'id': 340, 'context': 'ডায়রিয়া হলে   ডাক্তারের পরামর্শ', 'question': 'ডায়রিয়া হলে কখন ডাক্তারের পরামর্শ নিবেন?'}"
Others data - Sheet1.docx,341,বমি ও ডায়রিয়া হওয়ার কারণ,বমি ও ডায়রিয়া হওয়ার কারণ কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 341, 'context': 'বমি ও ডায়রিয়া হওয়ার কারণ', 'question': 'বমি ও ডায়রিয়া হওয়ার কারণ কী?'}"
Others data - Sheet1.docx,342,পিঠ ও কোমর ব্যথা হবার কারণ,পিঠ ও কোমর ব্যথা হবার কারণ  কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 342, 'context': 'পিঠ ও কোমর ব্যথা হবার কারণ', 'question': 'পিঠ ও কোমর ব্যথা হবার কারণ  কি?'}"
Others data - Sheet1.docx,343,পিঠ ও কোমর ব্যথা হবার কারণ,পিঠ ও কোমর ব্যথা কেন হয়?,"{'fname': 'Others data - Sheet1.docx', 'id': 343, 'context': 'পিঠ ও কোমর ব্যথা হবার কারণ', 'question': 'পিঠ ও কোমর ব্যথা কেন হয়?'}"
Others data - Sheet1.docx,344,পিঠ ও কোমর ব্যথার চিকিৎসা,পিঠ ও কোমর ব্যথার চিকিৎসা কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 344, 'context': 'পিঠ ও কোমর ব্যথার চিকিৎসা', 'question': 'পিঠ ও কোমর ব্যথার চিকিৎসা কি?'}"
Others data - Sheet1.docx,345,পিঠ ও কোমর ব্যথার চিকিৎসা,পিঠ ও কোমর  হলে  কখন ডাক্তারের পরামর্শ হবে  ?,"{'fname': 'Others data - Sheet1.docx', 'id': 345, 'context': 'পিঠ ও কোমর ব্যথার চিকিৎসা', 'question': 'পিঠ ও কোমর  হলে  কখন ডাক্তারের পরামর্শ হবে  ?'}"
Others data - Sheet1.docx,346,পিঠ ও কোমর ব্যথা প্রতিরোধে করণীয়,পিঠ ও কোমর ব্যথা প্রতিরোধে করণীয় কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 346, 'context': 'পিঠ ও কোমর ব্যথা প্রতিরোধে করণীয়', 'question': 'পিঠ ও কোমর ব্যথা প্রতিরোধে করণীয় কি?'}"
Others data - Sheet1.docx,354,পেট ফাঁপা,পেট ফাঁপা কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 354, 'context': 'পেট ফাঁপা', 'question': 'পেট ফাঁপা কি?'}"
Others data - Sheet1.docx,355,পেট ফাঁপার কারণ,পেট ফাঁপার কারণ কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 355, 'context': 'পেট ফাঁপার কারণ', 'question': 'পেট ফাঁপার কারণ কি?'}"
Others data - Sheet1.docx,356,অতিরিক্ত বায়ু ত্যাগের কারণ,কোন কোন  খাবার অতিরিক্ত বায়ু ত্যাগের কারণ হতে পারে?,"{'fname': 'Others data - Sheet1.docx', 'id': 356, 'context': 'অতিরিক্ত বায়ু ত্যাগের কারণ', 'question': 'কোন কোন  খাবার অতিরিক্ত বায়ু ত্যাগের কারণ হতে পারে?'}"
Others data - Sheet1.docx,357,কোষ্ঠকাঠিন্য,কোষ্ঠকাঠিন্য কী ?,"{'fname': 'Others data - Sheet1.docx', 'id': 357, 'context': 'কোষ্ঠকাঠিন্য', 'question': 'কোষ্ঠকাঠিন্য কী ?'}"
Others data - Sheet1.docx,358,পেট ফাঁপা ভাব,বাতাস গিলে ফেললে পেট ফাঁপা ভাব হচ্ছে  এটি কেন ঘটতে পারে?,"{'fname': 'Others data - Sheet1.docx', 'id': 358, 'context': 'পেট ফাঁপা ভাব', 'question': 'বাতাস গিলে ফেললে পেট ফাঁপা ভাব হচ্ছে  এটি কেন ঘটতে পারে?'}"
Others data - Sheet1.docx,359,খাবার সহ্য না হওয়া কারণ,খাবার সহ্য না হওয়া কারণ কী ?,"{'fname': 'Others data - Sheet1.docx', 'id': 359, 'context': 'খাবার সহ্য না হওয়া কারণ', 'question': 'খাবার সহ্য না হওয়া কারণ কী ?'}"
Others data - Sheet1.docx,360,সিলিয়াক ডিজিজ,সিলিয়াক ডিজিজ কী ?,"{'fname': 'Others data - Sheet1.docx', 'id': 360, 'context': 'সিলিয়াক ডিজিজ', 'question': 'সিলিয়াক ডিজিজ কী ?'}"
Others data - Sheet1.docx,361,ইরিটেবল বাওয়েল সিন্ড্রোম,ইরিটেবল বাওয়েল সিন্ড্রোম কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 361, 'context': 'ইরিটেবল বাওয়েল সিন্ড্রোম', 'question': 'ইরিটেবল বাওয়েল সিন্ড্রোম কি ?'}"
Others data - Sheet1.docx,364,গর্ভাবস্থায় পেট ফাঁপা কমানোর উপায়,গর্ভাবস্থায় পেট ফাঁপা কমানোর উপায় কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 364, 'context': 'গর্ভাবস্থায় পেট ফাঁপা কমানোর উপায়', 'question': 'গর্ভাবস্থায় পেট ফাঁপা কমানোর উপায় কি?'}"
Others data - Sheet1.docx,366,পেট ব্যথার কারণ,পেট ব্যথার  কারণ কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 366, 'context': 'পেট ব্যথার কারণ', 'question': 'পেট ব্যথার  কারণ কি?'}"
Others data - Sheet1.docx,367,পেট ব্যথার কারণ,পেট ব্যথা কেন হয়?,"{'fname': 'Others data - Sheet1.docx', 'id': 367, 'context': 'পেট ব্যথার কারণ', 'question': 'পেট ব্যথা কেন হয়?'}"
Others data - Sheet1.docx,368,পেট ব্যথার কারণ,আর কী কী কারণে পেট ব্যথা হয়?,"{'fname': 'Others data - Sheet1.docx', 'id': 368, 'context': 'পেট ব্যথার কারণ', 'question': 'আর কী কী কারণে পেট ব্যথা হয়?'}"
Others data - Sheet1.docx,369,পেট ব্যথার  চিকিৎসা,পেট ব্যথা হলে কখন ডাক্তারের সহায়তা নিবেন?,"{'fname': 'Others data - Sheet1.docx', 'id': 369, 'context': 'পেট ব্যথার  চিকিৎসা', 'question': 'পেট ব্যথা হলে কখন ডাক্তারের সহায়তা নিবেন?'}"
